wgs_id	reference	country	blaTEM
AUNG1000	Williamson2019	Australia	0
AUNG1002	Williamson2019	Australia	0
AUNG1003	Williamson2019	Australia	0
AUNG1005	Williamson2019	Australia	0
AUNG1007	Williamson2019	Australia	1
AUNG100	Williamson2019	Australia	0
AUNG1010	Williamson2019	Australia	0
AUNG1011	Williamson2019	Australia	0
AUNG1012	Williamson2019	Australia	0
AUNG1013	Williamson2019	Australia	0
AUNG1015	Williamson2019	Australia	0
AUNG1016	Williamson2019	Australia	0
AUNG1019	Williamson2019	Australia	0
AUNG101	Williamson2019	Australia	1
AUNG1020	Williamson2019	Australia	0
AUNG1021	Williamson2019	Australia	0
AUNG1022	Williamson2019	Australia	0
AUNG1023	Williamson2019	Australia	0
AUNG1024	Williamson2019	Australia	0
AUNG1026	Williamson2019	Australia	0
AUNG1027	Williamson2019	Australia	0
AUNG1028	Williamson2019	Australia	0
AUNG1029	Williamson2019	Australia	0
AUNG102	Williamson2019	Australia	0
AUNG1031	Williamson2019	Australia	0
AUNG1032	Williamson2019	Australia	0
AUNG1034	Williamson2019	Australia	0
AUNG1035	Williamson2019	Australia	0
AUNG1037	Williamson2019	Australia	0
AUNG1039	Williamson2019	Australia	0
AUNG103	Williamson2019	Australia	1
AUNG1040	Williamson2019	Australia	0
AUNG1041	Williamson2019	Australia	0
AUNG1043	Williamson2019	Australia	0
AUNG1044	Williamson2019	Australia	0
AUNG1046	Williamson2019	Australia	0
AUNG1047	Williamson2019	Australia	0
AUNG1048	Williamson2019	Australia	0
AUNG1049	Williamson2019	Australia	0
AUNG104	Williamson2019	Australia	0
AUNG1051	Williamson2019	Australia	0
AUNG1053	Williamson2019	Australia	0
AUNG1054	Williamson2019	Australia	0
AUNG1055	Williamson2019	Australia	0
AUNG1056	Williamson2019	Australia	0
AUNG1058	Williamson2019	Australia	0
AUNG1059	Williamson2019	Australia	0
AUNG105	Williamson2019	Australia	0
AUNG1062	Williamson2019	Australia	0
AUNG1063	Williamson2019	Australia	0
AUNG1064	Williamson2019	Australia	0
AUNG1065	Williamson2019	Australia	0
AUNG1066	Williamson2019	Australia	0
AUNG1067	Williamson2019	Australia	0
AUNG1068	Williamson2019	Australia	0
AUNG106	Williamson2019	Australia	0
AUNG1070	Williamson2019	Australia	0
AUNG1073	Williamson2019	Australia	0
AUNG1074	Williamson2019	Australia	0
AUNG1075	Williamson2019	Australia	0
AUNG1076	Williamson2019	Australia	0
AUNG1077	Williamson2019	Australia	0
AUNG1078	Williamson2019	Australia	0
AUNG1079	Williamson2019	Australia	0
AUNG107	Williamson2019	Australia	0
AUNG1080	Williamson2019	Australia	0
AUNG1081	Williamson2019	Australia	0
AUNG1083	Williamson2019	Australia	0
AUNG1085	Williamson2019	Australia	0
AUNG1088	Williamson2019	Australia	0
AUNG108	Williamson2019	Australia	0
AUNG1090	Williamson2019	Australia	0
AUNG1091	Williamson2019	Australia	0
AUNG1092	Williamson2019	Australia	0
AUNG1093	Williamson2019	Australia	0
AUNG1094	Williamson2019	Australia	0
AUNG1096	Williamson2019	Australia	0
AUNG1098	Williamson2019	Australia	0
AUNG1099	Williamson2019	Australia	1
AUNG109	Williamson2019	Australia	0
AUNG10	Williamson2019	Australia	0
AUNG1100	Williamson2019	Australia	1
AUNG1103	Williamson2019	Australia	0
AUNG1104	Williamson2019	Australia	0
AUNG1105	Williamson2019	Australia	0
AUNG1106	Williamson2019	Australia	0
AUNG1108	Williamson2019	Australia	0
AUNG1109	Williamson2019	Australia	0
AUNG1110	Williamson2019	Australia	0
AUNG1111	Williamson2019	Australia	0
AUNG1112	Williamson2019	Australia	0
AUNG1113	Williamson2019	Australia	0
AUNG1114	Williamson2019	Australia	0
AUNG1115	Williamson2019	Australia	0
AUNG1117	Williamson2019	Australia	0
AUNG1118	Williamson2019	Australia	0
AUNG1119	Williamson2019	Australia	0
AUNG111	Williamson2019	Australia	0
AUNG1120	Williamson2019	Australia	0
AUNG1121	Williamson2019	Australia	0
AUNG1123	Williamson2019	Australia	0
AUNG1125	Williamson2019	Australia	0
AUNG1126	Williamson2019	Australia	0
AUNG1127	Williamson2019	Australia	0
AUNG1128	Williamson2019	Australia	0
AUNG112	Williamson2019	Australia	0
AUNG1130	Williamson2019	Australia	0
AUNG1131	Williamson2019	Australia	0
AUNG1132	Williamson2019	Australia	0
AUNG1134	Williamson2019	Australia	0
AUNG1135	Williamson2019	Australia	0
AUNG1139	Williamson2019	Australia	0
AUNG113	Williamson2019	Australia	0
AUNG1142	Williamson2019	Australia	0
AUNG1143	Williamson2019	Australia	0
AUNG1144	Williamson2019	Australia	0
AUNG1146	Williamson2019	Australia	0
AUNG1147	Williamson2019	Australia	0
AUNG1148	Williamson2019	Australia	0
AUNG1149	Williamson2019	Australia	0
AUNG1150	Williamson2019	Australia	0
AUNG1151	Williamson2019	Australia	0
AUNG1152	Williamson2019	Australia	0
AUNG1154	Williamson2019	Australia	0
AUNG1158	Williamson2019	Australia	0
AUNG1159	Williamson2019	Australia	0
AUNG115	Williamson2019	Australia	0
AUNG1160	Williamson2019	Australia	0
AUNG1161	Williamson2019	Australia	0
AUNG1162	Williamson2019	Australia	0
AUNG1163	Williamson2019	Australia	0
AUNG1164	Williamson2019	Australia	0
AUNG1166	Williamson2019	Australia	0
AUNG1169	Williamson2019	Australia	0
AUNG116	Williamson2019	Australia	0
AUNG1170	Williamson2019	Australia	0
AUNG1171	Williamson2019	Australia	0
AUNG1172	Williamson2019	Australia	0
AUNG1173	Williamson2019	Australia	1
AUNG1175	Williamson2019	Australia	0
AUNG1176	Williamson2019	Australia	0
AUNG1177	Williamson2019	Australia	0
AUNG1178	Williamson2019	Australia	0
AUNG1179	Williamson2019	Australia	0
AUNG117	Williamson2019	Australia	0
AUNG1180	Williamson2019	Australia	0
AUNG1181	Williamson2019	Australia	0
AUNG1182	Williamson2019	Australia	0
AUNG1184	Williamson2019	Australia	0
AUNG1185	Williamson2019	Australia	0
AUNG1187	Williamson2019	Australia	0
AUNG1188	Williamson2019	Australia	0
AUNG1189	Williamson2019	Australia	0
AUNG1190	Williamson2019	Australia	0
AUNG1191	Williamson2019	Australia	0
AUNG1193	Williamson2019	Australia	0
AUNG1194	Williamson2019	Australia	0
AUNG1195	Williamson2019	Australia	0
AUNG1197	Williamson2019	Australia	1
AUNG1198	Williamson2019	Australia	0
AUNG11	Williamson2019	Australia	0
AUNG1200	Williamson2019	Australia	0
AUNG1202	Williamson2019	Australia	0
AUNG1204	Williamson2019	Australia	0
AUNG1206	Williamson2019	Australia	0
AUNG1209	Williamson2019	Australia	0
AUNG120	Williamson2019	Australia	0
AUNG1210	Williamson2019	Australia	0
AUNG1213	Williamson2019	Australia	0
AUNG1214	Williamson2019	Australia	0
AUNG1215	Williamson2019	Australia	0
AUNG1218	Williamson2019	Australia	0
AUNG1220	Williamson2019	Australia	0
AUNG1221	Williamson2019	Australia	0
AUNG1222	Williamson2019	Australia	0
AUNG1224	Williamson2019	Australia	0
AUNG1225	Williamson2019	Australia	0
AUNG1226	Williamson2019	Australia	0
AUNG1227	Williamson2019	Australia	0
AUNG1228	Williamson2019	Australia	0
AUNG1229	Williamson2019	Australia	0
AUNG122	Williamson2019	Australia	0
AUNG1230	Williamson2019	Australia	0
AUNG1231	Williamson2019	Australia	0
AUNG1232	Williamson2019	Australia	0
AUNG1234	Williamson2019	Australia	0
AUNG1235	Williamson2019	Australia	0
AUNG1236	Williamson2019	Australia	0
AUNG1238	Williamson2019	Australia	0
AUNG1239	Williamson2019	Australia	0
AUNG123	Williamson2019	Australia	0
AUNG1240	Williamson2019	Australia	0
AUNG1241	Williamson2019	Australia	0
AUNG1243	Williamson2019	Australia	0
AUNG1244	Williamson2019	Australia	0
AUNG1245	Williamson2019	Australia	0
AUNG1246	Williamson2019	Australia	0
AUNG1247	Williamson2019	Australia	0
AUNG1248	Williamson2019	Australia	0
AUNG124	Williamson2019	Australia	0
AUNG1252	Williamson2019	Australia	0
AUNG1253	Williamson2019	Australia	0
AUNG1255	Williamson2019	Australia	0
AUNG1256	Williamson2019	Australia	0
AUNG1257	Williamson2019	Australia	0
AUNG1258	Williamson2019	Australia	0
AUNG1259	Williamson2019	Australia	0
AUNG125	Williamson2019	Australia	0
AUNG1260	Williamson2019	Australia	0
AUNG1262	Williamson2019	Australia	0
AUNG1263	Williamson2019	Australia	0
AUNG1264	Williamson2019	Australia	0
AUNG1266	Williamson2019	Australia	0
AUNG1269	Williamson2019	Australia	0
AUNG126	Williamson2019	Australia	0
AUNG1271	Williamson2019	Australia	0
AUNG1272	Williamson2019	Australia	0
AUNG1273	Williamson2019	Australia	0
AUNG1274	Williamson2019	Australia	0
AUNG1275	Williamson2019	Australia	0
AUNG1276	Williamson2019	Australia	0
AUNG1277	Williamson2019	Australia	0
AUNG1278	Williamson2019	Australia	0
AUNG1279	Williamson2019	Australia	1
AUNG127	Williamson2019	Australia	0
AUNG1280	Williamson2019	Australia	1
AUNG1281	Williamson2019	Australia	0
AUNG1282	Williamson2019	Australia	0
AUNG1283	Williamson2019	Australia	0
AUNG1284	Williamson2019	Australia	0
AUNG1285	Williamson2019	Australia	0
AUNG1287	Williamson2019	Australia	0
AUNG1288	Williamson2019	Australia	0
AUNG1289	Williamson2019	Australia	0
AUNG1290	Williamson2019	Australia	0
AUNG1291	Williamson2019	Australia	0
AUNG1292	Williamson2019	Australia	0
AUNG1293	Williamson2019	Australia	0
AUNG1294	Williamson2019	Australia	0
AUNG1295	Williamson2019	Australia	0
AUNG1296	Williamson2019	Australia	0
AUNG1297	Williamson2019	Australia	0
AUNG1299	Williamson2019	Australia	0
AUNG129	Williamson2019	Australia	0
AUNG12	Williamson2019	Australia	0
AUNG1300	Williamson2019	Australia	0
AUNG1301	Williamson2019	Australia	0
AUNG1302	Williamson2019	Australia	0
AUNG1303	Williamson2019	Australia	0
AUNG1307	Williamson2019	Australia	0
AUNG1308	Williamson2019	Australia	0
AUNG1309	Williamson2019	Australia	0
AUNG130	Williamson2019	Australia	0
AUNG1310	Williamson2019	Australia	0
AUNG1311	Williamson2019	Australia	0
AUNG1312	Williamson2019	Australia	0
AUNG1313	Williamson2019	Australia	0
AUNG1315	Williamson2019	Australia	1
AUNG1316	Williamson2019	Australia	0
AUNG1317	Williamson2019	Australia	0
AUNG1318	Williamson2019	Australia	0
AUNG1319	Williamson2019	Australia	0
AUNG131	Williamson2019	Australia	0
AUNG1320	Williamson2019	Australia	0
AUNG1322	Williamson2019	Australia	0
AUNG1323	Williamson2019	Australia	0
AUNG1324	Williamson2019	Australia	0
AUNG1325	Williamson2019	Australia	0
AUNG1326	Williamson2019	Australia	0
AUNG1327	Williamson2019	Australia	0
AUNG1329	Williamson2019	Australia	0
AUNG132	Williamson2019	Australia	0
AUNG1330	Williamson2019	Australia	0
AUNG1331	Williamson2019	Australia	0
AUNG1333	Williamson2019	Australia	0
AUNG1334	Williamson2019	Australia	0
AUNG1336	Williamson2019	Australia	0
AUNG1337	Williamson2019	Australia	0
AUNG1338	Williamson2019	Australia	0
AUNG1339	Williamson2019	Australia	0
AUNG1340	Williamson2019	Australia	0
AUNG1342	Williamson2019	Australia	0
AUNG1343	Williamson2019	Australia	0
AUNG1344	Williamson2019	Australia	0
AUNG1345	Williamson2019	Australia	0
AUNG1346	Williamson2019	Australia	0
AUNG1347	Williamson2019	Australia	0
AUNG1349	Williamson2019	Australia	0
AUNG134	Williamson2019	Australia	0
AUNG1351	Williamson2019	Australia	0
AUNG1352	Williamson2019	Australia	0
AUNG1353	Williamson2019	Australia	0
AUNG1354	Williamson2019	Australia	0
AUNG1355	Williamson2019	Australia	0
AUNG1356	Williamson2019	Australia	0
AUNG1357	Williamson2019	Australia	0
AUNG1358	Williamson2019	Australia	0
AUNG1361	Williamson2019	Australia	0
AUNG1362	Williamson2019	Australia	0
AUNG1363	Williamson2019	Australia	0
AUNG1365	Williamson2019	Australia	0
AUNG1366	Williamson2019	Australia	0
AUNG1367	Williamson2019	Australia	1
AUNG1368	Williamson2019	Australia	0
AUNG1369	Williamson2019	Australia	0
AUNG136	Williamson2019	Australia	0
AUNG1370	Williamson2019	Australia	0
AUNG1372	Williamson2019	Australia	0
AUNG1375	Williamson2019	Australia	0
AUNG1377	Williamson2019	Australia	0
AUNG1378	Williamson2019	Australia	0
AUNG1379	Williamson2019	Australia	0
AUNG137	Williamson2019	Australia	0
AUNG1380	Williamson2019	Australia	0
AUNG1381	Williamson2019	Australia	0
AUNG1382	Williamson2019	Australia	0
AUNG1383	Williamson2019	Australia	0
AUNG1384	Williamson2019	Australia	0
AUNG1385	Williamson2019	Australia	0
AUNG1386	Williamson2019	Australia	0
AUNG1388	Williamson2019	Australia	0
AUNG1389	Williamson2019	Australia	0
AUNG138	Williamson2019	Australia	0
AUNG1390	Williamson2019	Australia	0
AUNG1391	Williamson2019	Australia	0
AUNG1393	Williamson2019	Australia	0
AUNG1394	Williamson2019	Australia	0
AUNG1396	Williamson2019	Australia	0
AUNG1397	Williamson2019	Australia	0
AUNG1398	Williamson2019	Australia	0
AUNG1399	Williamson2019	Australia	0
AUNG139	Williamson2019	Australia	0
AUNG13	Williamson2019	Australia	0
AUNG1401	Williamson2019	Australia	0
AUNG1402	Williamson2019	Australia	0
AUNG1404	Williamson2019	Australia	0
AUNG1405	Williamson2019	Australia	0
AUNG1406	Williamson2019	Australia	0
AUNG1407	Williamson2019	Australia	0
AUNG1408	Williamson2019	Australia	0
AUNG1409	Williamson2019	Australia	0
AUNG1410	Williamson2019	Australia	0
AUNG1412	Williamson2019	Australia	0
AUNG1413	Williamson2019	Australia	0
AUNG1414	Williamson2019	Australia	0
AUNG1415	Williamson2019	Australia	0
AUNG1416	Williamson2019	Australia	0
AUNG1417	Williamson2019	Australia	0
AUNG1418	Williamson2019	Australia	0
AUNG1419	Williamson2019	Australia	0
AUNG141	Williamson2019	Australia	0
AUNG1421	Williamson2019	Australia	0
AUNG1422	Williamson2019	Australia	0
AUNG1423	Williamson2019	Australia	0
AUNG1424	Williamson2019	Australia	0
AUNG1425	Williamson2019	Australia	0
AUNG1426	Williamson2019	Australia	0
AUNG1428	Williamson2019	Australia	0
AUNG1429	Williamson2019	Australia	0
AUNG142	Williamson2019	Australia	0
AUNG1430	Williamson2019	Australia	0
AUNG1431	Williamson2019	Australia	0
AUNG1432	Williamson2019	Australia	0
AUNG1434	Williamson2019	Australia	0
AUNG1435	Williamson2019	Australia	0
AUNG1436	Williamson2019	Australia	0
AUNG1437	Williamson2019	Australia	0
AUNG1438	Williamson2019	Australia	0
AUNG143	Williamson2019	Australia	0
AUNG1440	Williamson2019	Australia	0
AUNG1442	Williamson2019	Australia	0
AUNG1443	Williamson2019	Australia	0
AUNG1444	Williamson2019	Australia	0
AUNG1446	Williamson2019	Australia	0
AUNG1447	Williamson2019	Australia	0
AUNG1448	Williamson2019	Australia	0
AUNG1449	Williamson2019	Australia	0
AUNG1450	Williamson2019	Australia	0
AUNG1451	Williamson2019	Australia	0
AUNG1452	Williamson2019	Australia	0
AUNG1453	Williamson2019	Australia	0
AUNG1454	Williamson2019	Australia	0
AUNG1456	Williamson2019	Australia	0
AUNG1457	Williamson2019	Australia	0
AUNG1458	Williamson2019	Australia	0
AUNG1459	Williamson2019	Australia	0
AUNG145	Williamson2019	Australia	0
AUNG1463	Williamson2019	Australia	0
AUNG1465	Williamson2019	Australia	0
AUNG1466	Williamson2019	Australia	0
AUNG1468	Williamson2019	Australia	0
AUNG1469	Williamson2019	Australia	0
AUNG146	Williamson2019	Australia	0
AUNG1471	Williamson2019	Australia	0
AUNG1472	Williamson2019	Australia	0
AUNG1473	Williamson2019	Australia	0
AUNG1474	Williamson2019	Australia	0
AUNG1475	Williamson2019	Australia	0
AUNG1476	Williamson2019	Australia	0
AUNG1477	Williamson2019	Australia	0
AUNG1479	Williamson2019	Australia	0
AUNG147	Williamson2019	Australia	0
AUNG1480	Williamson2019	Australia	0
AUNG1481	Williamson2019	Australia	0
AUNG1482	Williamson2019	Australia	0
AUNG1484	Williamson2019	Australia	0
AUNG1485	Williamson2019	Australia	0
AUNG1487	Williamson2019	Australia	0
AUNG1488	Williamson2019	Australia	0
AUNG1489	Williamson2019	Australia	0
AUNG148	Williamson2019	Australia	0
AUNG1491	Williamson2019	Australia	0
AUNG1492	Williamson2019	Australia	0
AUNG1493	Williamson2019	Australia	0
AUNG1494	Williamson2019	Australia	0
AUNG1496	Williamson2019	Australia	0
AUNG1497	Williamson2019	Australia	0
AUNG1498	Williamson2019	Australia	0
AUNG1499	Williamson2019	Australia	0
AUNG149	Williamson2019	Australia	0
AUNG14	Williamson2019	Australia	0
AUNG1500	Williamson2019	Australia	0
AUNG1502	Williamson2019	Australia	0
AUNG1503	Williamson2019	Australia	0
AUNG1504	Williamson2019	Australia	0
AUNG1505	Williamson2019	Australia	0
AUNG1506	Williamson2019	Australia	0
AUNG1508	Williamson2019	Australia	0
AUNG1509	Williamson2019	Australia	0
AUNG150	Williamson2019	Australia	0
AUNG1510	Williamson2019	Australia	0
AUNG1511	Williamson2019	Australia	0
AUNG1512	Williamson2019	Australia	0
AUNG1513	Williamson2019	Australia	0
AUNG1514	Williamson2019	Australia	0
AUNG1515	Williamson2019	Australia	0
AUNG1516	Williamson2019	Australia	0
AUNG1517	Williamson2019	Australia	0
AUNG1518	Williamson2019	Australia	0
AUNG1519	Williamson2019	Australia	0
AUNG1521	Williamson2019	Australia	0
AUNG1523	Williamson2019	Australia	0
AUNG1524	Williamson2019	Australia	0
AUNG1525	Williamson2019	Australia	0
AUNG1526	Williamson2019	Australia	0
AUNG1527	Williamson2019	Australia	0
AUNG1529	Williamson2019	Australia	0
AUNG152	Williamson2019	Australia	0
AUNG1530	Williamson2019	Australia	0
AUNG1531	Williamson2019	Australia	0
AUNG1533	Williamson2019	Australia	0
AUNG1534	Williamson2019	Australia	0
AUNG1535	Williamson2019	Australia	0
AUNG1536	Williamson2019	Australia	0
AUNG1537	Williamson2019	Australia	0
AUNG1538	Williamson2019	Australia	0
AUNG1539	Williamson2019	Australia	0
AUNG153	Williamson2019	Australia	0
AUNG1540	Williamson2019	Australia	0
AUNG1541	Williamson2019	Australia	0
AUNG1542	Williamson2019	Australia	0
AUNG1544	Williamson2019	Australia	0
AUNG1545	Williamson2019	Australia	0
AUNG1547	Williamson2019	Australia	0
AUNG1548	Williamson2019	Australia	0
AUNG154	Williamson2019	Australia	0
AUNG1550	Williamson2019	Australia	0
AUNG1551	Williamson2019	Australia	0
AUNG1553	Williamson2019	Australia	0
AUNG1554	Williamson2019	Australia	0
AUNG1555	Williamson2019	Australia	0
AUNG1556	Williamson2019	Australia	0
AUNG1557	Williamson2019	Australia	0
AUNG1558	Williamson2019	Australia	0
AUNG1559	Williamson2019	Australia	0
AUNG1560	Williamson2019	Australia	0
AUNG1561	Williamson2019	Australia	0
AUNG1562	Williamson2019	Australia	0
AUNG1563	Williamson2019	Australia	0
AUNG1565	Williamson2019	Australia	0
AUNG1566	Williamson2019	Australia	0
AUNG1567	Williamson2019	Australia	0
AUNG1568	Williamson2019	Australia	0
AUNG1569	Williamson2019	Australia	0
AUNG156	Williamson2019	Australia	0
AUNG1571	Williamson2019	Australia	0
AUNG1572	Williamson2019	Australia	1
AUNG1573	Williamson2019	Australia	0
AUNG1575	Williamson2019	Australia	0
AUNG1576	Williamson2019	Australia	0
AUNG1577	Williamson2019	Australia	0
AUNG1579	Williamson2019	Australia	0
AUNG1580	Williamson2019	Australia	0
AUNG1581	Williamson2019	Australia	0
AUNG1583	Williamson2019	Australia	0
AUNG1585	Williamson2019	Australia	0
AUNG1586	Williamson2019	Australia	0
AUNG1587	Williamson2019	Australia	0
AUNG1588	Williamson2019	Australia	0
AUNG1589	Williamson2019	Australia	0
AUNG158	Williamson2019	Australia	0
AUNG1590	Williamson2019	Australia	0
AUNG1592	Williamson2019	Australia	0
AUNG1594	Williamson2019	Australia	0
AUNG1595	Williamson2019	Australia	0
AUNG1597	Williamson2019	Australia	0
AUNG1598	Williamson2019	Australia	0
AUNG1599	Williamson2019	Australia	0
AUNG159	Williamson2019	Australia	0
AUNG1600	Williamson2019	Australia	0
AUNG1601	Williamson2019	Australia	0
AUNG1603	Williamson2019	Australia	0
AUNG1604	Williamson2019	Australia	0
AUNG1605	Williamson2019	Australia	0
AUNG1606	Williamson2019	Australia	0
AUNG1607	Williamson2019	Australia	0
AUNG1608	Williamson2019	Australia	0
AUNG1609	Williamson2019	Australia	0
AUNG160	Williamson2019	Australia	0
AUNG1610	Williamson2019	Australia	0
AUNG1611	Williamson2019	Australia	0
AUNG1612	Williamson2019	Australia	0
AUNG1613	Williamson2019	Australia	0
AUNG1615	Williamson2019	Australia	0
AUNG1616	Williamson2019	Australia	0
AUNG1617	Williamson2019	Australia	0
AUNG1618	Williamson2019	Australia	0
AUNG1619	Williamson2019	Australia	0
AUNG161	Williamson2019	Australia	1
AUNG1620	Williamson2019	Australia	0
AUNG1622	Williamson2019	Australia	0
AUNG1623	Williamson2019	Australia	0
AUNG1624	Williamson2019	Australia	0
AUNG1625	Williamson2019	Australia	0
AUNG1628	Williamson2019	Australia	0
AUNG1629	Williamson2019	Australia	0
AUNG162	Williamson2019	Australia	0
AUNG1630	Williamson2019	Australia	0
AUNG1631	Williamson2019	Australia	0
AUNG1632	Williamson2019	Australia	0
AUNG1633	Williamson2019	Australia	0
AUNG1634	Williamson2019	Australia	0
AUNG1635	Williamson2019	Australia	0
AUNG1636	Williamson2019	Australia	0
AUNG1639	Williamson2019	Australia	0
AUNG1640	Williamson2019	Australia	0
AUNG1642	Williamson2019	Australia	0
AUNG1644	Williamson2019	Australia	0
AUNG1645	Williamson2019	Australia	0
AUNG1646	Williamson2019	Australia	0
AUNG1648	Williamson2019	Australia	0
AUNG164	Williamson2019	Australia	0
AUNG1650	Williamson2019	Australia	0
AUNG1651	Williamson2019	Australia	0
AUNG1652	Williamson2019	Australia	0
AUNG1653	Williamson2019	Australia	0
AUNG1654	Williamson2019	Australia	0
AUNG1656	Williamson2019	Australia	0
AUNG1657	Williamson2019	Australia	0
AUNG1658	Williamson2019	Australia	0
AUNG1659	Williamson2019	Australia	0
AUNG165	Williamson2019	Australia	0
AUNG1660	Williamson2019	Australia	0
AUNG1661	Williamson2019	Australia	0
AUNG1662	Williamson2019	Australia	0
AUNG1663	Williamson2019	Australia	0
AUNG1664	Williamson2019	Australia	0
AUNG1666	Williamson2019	Australia	0
AUNG1667	Williamson2019	Australia	0
AUNG1668	Williamson2019	Australia	0
AUNG1669	Williamson2019	Australia	0
AUNG1671	Williamson2019	Australia	1
AUNG1672	Williamson2019	Australia	0
AUNG1673	Williamson2019	Australia	0
AUNG1674	Williamson2019	Australia	0
AUNG1675	Williamson2019	Australia	0
AUNG1676	Williamson2019	Australia	0
AUNG1678	Williamson2019	Australia	0
AUNG1679	Williamson2019	Australia	0
AUNG167	Williamson2019	Australia	0
AUNG1680	Williamson2019	Australia	0
AUNG1681	Williamson2019	Australia	0
AUNG1682	Williamson2019	Australia	0
AUNG1683	Williamson2019	Australia	0
AUNG1684	Williamson2019	Australia	0
AUNG1685	Williamson2019	Australia	0
AUNG1686	Williamson2019	Australia	0
AUNG1687	Williamson2019	Australia	0
AUNG1688	Williamson2019	Australia	0
AUNG1689	Williamson2019	Australia	0
AUNG168	Williamson2019	Australia	0
AUNG1690	Williamson2019	Australia	0
AUNG1691	Williamson2019	Australia	0
AUNG1692	Williamson2019	Australia	0
AUNG1693	Williamson2019	Australia	0
AUNG1695	Williamson2019	Australia	0
AUNG1696	Williamson2019	Australia	0
AUNG1697	Williamson2019	Australia	0
AUNG1698	Williamson2019	Australia	0
AUNG1699	Williamson2019	Australia	0
AUNG169	Williamson2019	Australia	0
AUNG16	Williamson2019	Australia	0
AUNG1701	Williamson2019	Australia	0
AUNG1703	Williamson2019	Australia	0
AUNG1706	Williamson2019	Australia	0
AUNG1707	Williamson2019	Australia	0
AUNG1709	Williamson2019	Australia	0
AUNG1710	Williamson2019	Australia	0
AUNG1711	Williamson2019	Australia	0
AUNG1712	Williamson2019	Australia	0
AUNG1713	Williamson2019	Australia	1
AUNG1714	Williamson2019	Australia	0
AUNG1715	Williamson2019	Australia	0
AUNG1716	Williamson2019	Australia	0
AUNG1717	Williamson2019	Australia	0
AUNG1718	Williamson2019	Australia	0
AUNG1719	Williamson2019	Australia	0
AUNG171	Williamson2019	Australia	0
AUNG1720	Williamson2019	Australia	0
AUNG1721	Williamson2019	Australia	0
AUNG1724	Williamson2019	Australia	0
AUNG1725	Williamson2019	Australia	0
AUNG1727	Williamson2019	Australia	0
AUNG1728	Williamson2019	Australia	0
AUNG1729	Williamson2019	Australia	0
AUNG172	Williamson2019	Australia	0
AUNG1733	Williamson2019	Australia	0
AUNG1734	Williamson2019	Australia	0
AUNG1735	Williamson2019	Australia	0
AUNG1736	Williamson2019	Australia	0
AUNG1737	Williamson2019	Australia	0
AUNG1738	Williamson2019	Australia	0
AUNG1739	Williamson2019	Australia	0
AUNG173	Williamson2019	Australia	0
AUNG1740	Williamson2019	Australia	0
AUNG1741	Williamson2019	Australia	0
AUNG1743	Williamson2019	Australia	0
AUNG1744	Williamson2019	Australia	0
AUNG1745	Williamson2019	Australia	0
AUNG1746	Williamson2019	Australia	0
AUNG1748	Williamson2019	Australia	0
AUNG1749	Williamson2019	Australia	0
AUNG174	Williamson2019	Australia	0
AUNG1750	Williamson2019	Australia	0
AUNG1751	Williamson2019	Australia	0
AUNG1752	Williamson2019	Australia	0
AUNG1753	Williamson2019	Australia	0
AUNG1754	Williamson2019	Australia	0
AUNG1755	Williamson2019	Australia	0
AUNG1756	Williamson2019	Australia	0
AUNG1757	Williamson2019	Australia	0
AUNG1758	Williamson2019	Australia	0
AUNG1759	Williamson2019	Australia	0
AUNG1762	Williamson2019	Australia	0
AUNG1763	Williamson2019	Australia	0
AUNG1764	Williamson2019	Australia	0
AUNG1765	Williamson2019	Australia	0
AUNG1766	Williamson2019	Australia	0
AUNG1767	Williamson2019	Australia	1
AUNG1768	Williamson2019	Australia	0
AUNG1769	Williamson2019	Australia	0
AUNG176	Williamson2019	Australia	0
AUNG1770	Williamson2019	Australia	0
AUNG1771	Williamson2019	Australia	0
AUNG1772	Williamson2019	Australia	0
AUNG1773	Williamson2019	Australia	0
AUNG1774	Williamson2019	Australia	0
AUNG1775	Williamson2019	Australia	0
AUNG1776	Williamson2019	Australia	0
AUNG1777	Williamson2019	Australia	0
AUNG1779	Williamson2019	Australia	0
AUNG177	Williamson2019	Australia	0
AUNG1780	Williamson2019	Australia	0
AUNG1781	Williamson2019	Australia	0
AUNG1782	Williamson2019	Australia	0
AUNG1783	Williamson2019	Australia	0
AUNG1784	Williamson2019	Australia	0
AUNG1788	Williamson2019	Australia	0
AUNG1789	Williamson2019	Australia	0
AUNG178	Williamson2019	Australia	0
AUNG1791	Williamson2019	Australia	1
AUNG1792	Williamson2019	Australia	1
AUNG1793	Williamson2019	Australia	0
AUNG1794	Williamson2019	Australia	0
AUNG1796	Williamson2019	Australia	0
AUNG1797	Williamson2019	Australia	0
AUNG1798	Williamson2019	Australia	0
AUNG179	Williamson2019	Australia	0
AUNG17	Williamson2019	Australia	0
AUNG1801	Williamson2019	Australia	0
AUNG1802	Williamson2019	Australia	0
AUNG1803	Williamson2019	Australia	0
AUNG1804	Williamson2019	Australia	0
AUNG1806	Williamson2019	Australia	0
AUNG1808	Williamson2019	Australia	0
AUNG1809	Williamson2019	Australia	0
AUNG1810	Williamson2019	Australia	0
AUNG1811	Williamson2019	Australia	0
AUNG1812	Williamson2019	Australia	0
AUNG1813	Williamson2019	Australia	0
AUNG1814	Williamson2019	Australia	0
AUNG1816	Williamson2019	Australia	0
